match_id,minute,title,comment,out_player,in_player
torvsorl-10-18-2025,61',GOAL,"Goal! 4:1. Deandre Kerr (Toronto FC) scored with left footed shot from the center of the box with an xG of 88% to the lower right zone. Assisted by Derrick Etienne Jr., second assist by Djordje Mihailovic.",,
torvsorl-10-18-2025,60',Attempt Missed,Attempt missed. Martín Ojeda's (Orlando City) with left footed shot from the left side of the box with an xG of 5% goes over to the left.,,
torvsorl-10-18-2025,60',Attempt Missed,Alex Freeman (Orlando City) with header from the center of the box with an xG of 5%.,,
torvsorl-10-18-2025,60',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with left footed shot from the left side of the box with an xG of 5% is saved by Sean Johnson.,,
torvsorl-10-18-2025,56',Yellow Card,Richie Laryea (Toronto FC) is shown the yellow card for poor sportsmanship.,,
torvsorl-10-18-2025,55',Attempt Saved,Attempt blocked. Tyrese Spicer's (Orlando City) with left footed shot from the left side of the box with an xG of 3% is blocked by Kobe Franklin.,,
torvsorl-10-18-2025,54',GOAL,Goal! 3:1. David Brekalo (Orlando City) scored with right footed shot from the center of the box with an xG of 35% to the middle right zone. Assisted by Marco Pašalić.,,
torvsorl-10-18-2025,53',Attempt Saved,Attempt saved. Duncan McGuire's (Orlando City) with right footed shot from the center of the box with an xG of 4% is saved by Sean Johnson.,,
torvsorl-10-18-2025,53',Attempt Saved,Attempt blocked. Martín Ojeda's (Orlando City) with left footed shot from the center of the box with an xG of 3% is blocked by Sigurd Rosted.,,
torvsorl-10-18-2025,52',Attempt Missed,Attempt missed. Marco Pašalić's (Orlando City) with left footed shot from the right side of the box with an xG of 2% goes over to the left.,,
torvsorl-10-18-2025,49',Yellow Card,Theo Corbeanu (Toronto FC) is shown the yellow card for the foul.,,
torvsorl-10-18-2025,48',GOAL,Goal! 3:0. Djordje Mihailovic (Toronto FC) scored with left footed shot from the center of the box with an xG of 24% to the middle right zone. Assisted by Theo Corbeanu.,,
torvsorl-10-18-2025,46',Yellow Card,Derrick Etienne Jr. (Toronto FC) is shown the yellow card for the foul.,,
torvsorl-10-18-2025,,KICK OFF,"Second Half begins: Toronto FC 2, Orlando City 0.",,
torvsorl-10-18-2025,,,,A. Marín,T. Spicer
torvsorl-10-18-2025,,HALF TIME,"First half ends, Toronto FC 2, Orlando City 0.",,
torvsorl-10-18-2025,45'+3,Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with right footed shot from the center of the box with an xG of 7% is blocked by Jonathan Osorio.,,
torvsorl-10-18-2025,45'+2,Attempt Saved,Attempt blocked. Marco Pašalić's (Orlando City) with right footed shot from the right side of the box with an xG of 5% is blocked by Kosi Thompson.,,
torvsorl-10-18-2025,40',Attempt Saved,Attempt saved. Marco Pašalić's (Orlando City) with left footed shot from the right side of the box with an xG of 4% is saved by Sean Johnson.,,
torvsorl-10-18-2025,40',Attempt Saved,Attempt blocked. Kyle Smith's (Orlando City) with right footed shot from the central position outside the box with an xG of 8% is blocked by Richie Laryea.,,
torvsorl-10-18-2025,39',Attempt Missed,Attempt missed. Jonathan Osorio's (Toronto FC) with right footed shot from the center of the box with an xG of 32% goes over to the right.,,
torvsorl-10-18-2025,34',GOAL,Goal! 2:0. Djordje Mihailovic (Toronto FC) scored from free kick with right footed shot from the central position outside the box with an xG of 4% to the middle left zone.,,
torvsorl-10-18-2025,33',Attempt Saved,Attempt blocked. José Cifuentes's (Toronto FC) with right footed shot from the central position outside the box with an xG of 2% is blocked by Marco Pašalić.,,
torvsorl-10-18-2025,32',Yellow Card,Adrián Marín (Orlando City) is shown the yellow card for the foul.,,
torvsorl-10-18-2025,30',Attempt Missed,Attempt missed. David Brekalo's (Orlando City) with header from the center of the box with an xG of 9% misses to the right.,,
torvsorl-10-18-2025,29',Attempt Saved,Attempt saved. Iván Angulo's (Orlando City) with right footed shot from the central position outside the box with an xG of 3% is saved by Sean Johnson.,,
torvsorl-10-18-2025,27',Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with right footed shot from the center of the box with an xG of 20% is blocked by Kosi Thompson.,,
torvsorl-10-18-2025,27',Attempt Saved,Attempt blocked. Iván Angulo's (Orlando City) with right footed shot from the center of the box with an xG of 20% is blocked by Kosi Thompson.,,
torvsorl-10-18-2025,27',Attempt Saved,Attempt saved. Marco Pašalić's (Orlando City) with left footed shot from the center of the box with an xG of 12% is saved by Sean Johnson.,,
torvsorl-10-18-2025,27',Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with left footed shot from the center of the box with an xG of 31% is blocked by Richie Laryea.,,
torvsorl-10-18-2025,27',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with left footed shot from the left side of the box with an xG of 17% is saved by Sean Johnson.,,
torvsorl-10-18-2025,20',Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with right footed shot from the central position outside the box with an xG of 5% is blocked by Sigurd Rosted.,,
torvsorl-10-18-2025,20',Attempt Saved,Attempt blocked. Iván Angulo's (Orlando City) with right footed shot from the central position outside the box with an xG of 11% is blocked by Sigurd Rosted.,,
torvsorl-10-18-2025,19',Attempt Missed,Attempt missed. Marco Pašalić's (Orlando City) with left footed shot from the central position outside the box with an xG of 5% misses to the right.,,
torvsorl-10-18-2025,17',Attempt Missed,Attempt missed. Marco Pašalić's (Orlando City) with left footed shot from the central position outside the box with an xG of 3% misses to the left.,,
torvsorl-10-18-2025,14',Attempt Missed,Attempt missed. Richie Laryea's (Toronto FC) with right footed shot from the left side of the box with an xG of 8% misses to the left.,,
torvsorl-10-18-2025,13',Attempt Saved,Attempt blocked. Deandre Kerr's (Toronto FC) with header from the center of the box with an xG of 10% is blocked by Rodrigo Schlegel.,,
torvsorl-10-18-2025,13',Attempt Saved,Attempt blocked. Kobe Franklin's (Toronto FC) with right footed shot from the right half-space outside the box with an xG of 2% is blocked by Kyle Smith.,,
torvsorl-10-18-2025,10',Attempt Saved,Attempt blocked. Kyle Smith's (Orlando City) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Jonathan Osorio.,,
torvsorl-10-18-2025,7',GOAL,Goal! 1:0. Jonathan Osorio (Toronto FC) scored with left footed shot from the central position outside the box with an xG of 7% to the top left corner. Assisted by José Cifuentes.,,
torvsorl-10-18-2025,,KICK OFF,First half begins.,,
clbvsrbny-10-18-2025,,FULL TIME,"Second half ends, Columbus Crew 3, New York Red Bulls 1.",,
clbvsrbny-10-18-2025,,END OF SECOND HALF,End of match.,,
clbvsrbny-10-18-2025,,,,S. Moreira,C. Ruvalcaba
clbvsrbny-10-18-2025,87',Attempt Saved,Attempt blocked. Julian Hall's (New York Red Bulls) with right footed shot from the central position outside the box with an xG of 4% is blocked by Ibrahim Aliyu.,,
clbvsrbny-10-18-2025,84',GOAL,Goal! 3:1. Ibrahim Aliyu (Columbus Crew) scored with right footed shot from the right side of the box with an xG of 27% to the bottom right corner.,,
clbvsrbny-10-18-2025,82',Attempt Missed,Attempt missed. Sean Nealis's (New York Red Bulls) with right footed shot from the central position outside the box with an xG of 2% goes over.,,
clbvsrbny-10-18-2025,,,,D. Chambost,I. Aliyu
clbvsrbny-10-18-2025,76',Attempt Saved,Attempt blocked. Malte Amundsen's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 4% is blocked by Kyle Duncan.,,
clbvsrbny-10-18-2025,,,,E. Choupo-Moting,W. Bogacz
clbvsrbny-10-18-2025,,,,O. Valencia,J. Hall
clbvsrbny-10-18-2025,,,,D. Nealis,K. Duncan
clbvsrbny-10-18-2025,70',Yellow Card,Dylan Nealis (New York Red Bulls) is shown the yellow card for the foul.,,
clbvsrbny-10-18-2025,66',GOAL,"Goal! 2:1. Dániel Gazdag (Columbus Crew) scored with right footed shot from the center of the box with an xG of 16% to the lower right zone. Assisted by Taha Habroune, second assist by Max Arfsten.",,
clbvsrbny-10-18-2025,66',Attempt Saved,Attempt blocked. Malte Amundsen's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 3% is blocked by Sean Nealis.,,
clbvsrbny-10-18-2025,65',Attempt Saved,Attempt saved. Dániel Gazdag's (Columbus Crew) with left footed shot from the center of the box with an xG of 13% is saved by John McCarthy.,,
clbvsrbny-10-18-2025,,,,J. Russell-Rowe,T. Habroune
clbvsrbny-10-18-2025,,,,R. Edwards,W. Carmona
clbvsrbny-10-18-2025,,,,D. Gjengaar,S. Ngoma
clbvsrbny-10-18-2025,54',Attempt Saved,Attempt blocked. Eric Maxim Choupo-Moting's (New York Red Bulls) with right footed shot from the right side of the box with an xG of 12% is blocked by Sean Zawadzki.,,
clbvsrbny-10-18-2025,52',Attempt Saved,Attempt saved. Dániel Gazdag's (Columbus Crew) with right footed shot from the center of the box with an xG of 18% is saved by John McCarthy.,,
clbvsrbny-10-18-2025,51',Attempt Missed,Alexander Hack (New York Red Bulls) with header from the center of the box with an xG of 6%.,,
clbvsrbny-10-18-2025,49',Attempt Saved,Attempt saved. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 7% is saved by John McCarthy.,,
clbvsrbny-10-18-2025,,KICK OFF,"Second Half begins: Columbus Crew 1, New York Red Bulls 1.",,
clbvsrbny-10-18-2025,,,,L. Lappalainen,D. Gazdag
clbvsrbny-10-18-2025,,HALF TIME,"First half ends, Columbus Crew 1, New York Red Bulls 1.",,
clbvsrbny-10-18-2025,37',Attempt Missed,Attempt missed. Hugo Picard's (Columbus Crew) with right footed shot from the center of the box with an xG of 21% goes over to the right.,,
clbvsrbny-10-18-2025,36',Attempt Missed,Attempt missed. Andrés Herrera's (Columbus Crew) with right footed shot from the right side of the box with an xG of 7% misses to the left.,,
clbvsrbny-10-18-2025,35',Attempt Saved,Attempt saved. Emil Forsberg's (New York Red Bulls) with header from the center of the box with an xG of 23% is saved by Patrick Schulte.,,
clbvsrbny-10-18-2025,29',Attempt Missed,Attempt missed. Dennis Gjengaar's (New York Red Bulls) with right footed shot from the right side of the box with an xG of 7% misses to the right.,,
clbvsrbny-10-18-2025,27',Attempt Missed,Attempt missed. Lassi Lappalainen's (Columbus Crew) with right footed shot from the left side of the box with an xG of 6% misses to the right.,,
clbvsrbny-10-18-2025,26',Attempt Saved,Attempt blocked. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the center of the box with an xG of 26% is blocked by Lassi Lappalainen.,,
clbvsrbny-10-18-2025,25',Attempt Saved,Attempt blocked. Steven Moreira's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 6% is blocked by Omar Valencia.,,
clbvsrbny-10-18-2025,23',Attempt Saved,Attempt saved. Emil Forsberg's (New York Red Bulls) with left footed shot from the left side of the box with an xG of 10% is saved by Patrick Schulte.,,
clbvsrbny-10-18-2025,16',GOAL,"Goal! 1:1. Andrés Herrera (Columbus Crew) scored with right footed shot from the center of the box with an xG of 20% to the lower right zone. Assisted by Lassi Lappalainen, second assist by Max Arfsten.",,
clbvsrbny-10-18-2025,15',Yellow Card,Daniel Edelman (New York Red Bulls) is shown the yellow card for the foul.,,
clbvsrbny-10-18-2025,11',GOAL,"Goal! 0:1. Eric Maxim Choupo-Moting (New York Red Bulls) scored with right footed shot from the center of the box with an xG of 9% to the lower left zone. Assisted by Emil Forsberg, second assist by Gustav Berggren.",,
clbvsrbny-10-18-2025,,KICK OFF,First half begins.,,
lavsmin-10-18-2025,,END OF SECOND HALF,End of match.,,
lavsmin-10-18-2025,,FULL TIME,"Second half ends, LA Galaxy 2, Minnesota United FC 1.",,
lavsmin-10-18-2025,90'+7,Attempt Missed,Attempt missed. Nicolás Romero's (Minnesota United FC) with left footed shot from the center of the box with an xG of 3% misses to the left.,,
lavsmin-10-18-2025,90'+7,SECOND YELLOW,Edwin Cerrillo (LA Galaxy) is shown the second yellow (red) card for the foul.,,
lavsmin-10-18-2025,90'+5,GOAL,Goal! 2:1. Joaquín Pereyra (Minnesota United FC) scored from corner kick with left footed shot from the right wing with an xG of 4% to the bottom right corner.,,
lavsmin-10-18-2025,,,,J. Paintsil,T. Lepley
lavsmin-10-18-2025,83',Attempt Saved,Attempt blocked. Joaquín Pereyra's (Minnesota United FC) with left footed shot from the right side of the box with an xG of 4% is blocked by Emiro Garces.,,
lavsmin-10-18-2025,83',Attempt Saved,Attempt saved. Joaquín Pereyra's (Minnesota United FC) with left footed shot from the center of the box with an xG of 8% is saved by Novak Micovic.,,
lavsmin-10-18-2025,,,,E. Wynder,M. Berry
lavsmin-10-18-2025,,,,M. Cuevas,E. Zavaleta
lavsmin-10-18-2025,79',Yellow Card,Nicolás Romero (Minnesota United FC) is shown the yellow card for the foul.,,
lavsmin-10-18-2025,,,,J. Diaz,K. Yeboah
lavsmin-10-18-2025,,,,R. Lod,D. Fitz
lavsmin-10-18-2025,,,,M. Nascimento,M. Yamane
lavsmin-10-18-2025,73',Attempt Missed,Attempt missed. Anthony Markanich's (Minnesota United FC) with left footed shot from the center of the box with an xG of 14% misses to the right.,,
lavsmin-10-18-2025,70',Attempt Saved,Attempt blocked. Joseph Rosales's (Minnesota United FC) with right footed shot from the right side of the box with an xG of 8% is blocked by Maya Yoshida.,,
lavsmin-10-18-2025,69',Attempt Saved,Attempt saved. Joaquín Pereyra's (Minnesota United FC) with left footed shot from the left side of the box with an xG of 3% is saved by Novak Micovic.,,
lavsmin-10-18-2025,68',Attempt Missed,Attempt missed. Anthony Markanich's (Minnesota United FC) with left footed shot from the center of the box with an xG of 10% goes over to the left.,,
lavsmin-10-18-2025,67',Yellow Card,Edwin Cerrillo (LA Galaxy) is shown the yellow card for the foul.,,
lavsmin-10-18-2025,,,,N. Triantis,H. Dotson
lavsmin-10-18-2025,,,,W. Trapp,O. Gene
lavsmin-10-18-2025,61',Yellow Card,Nectarios Triantis (Minnesota United FC) is shown the yellow card for the foul.,,
lavsmin-10-18-2025,52',GOAL,Goal! 2:0. Joseph Paintsil (LA Galaxy) scored with right footed shot from the center of the box with an xG of 82% to the bottom left corner.,,
lavsmin-10-18-2025,52',Post,Joseph Paintsil (LA Galaxy) hits the right post from the left side of the box with an xG of 18%.,,
lavsmin-10-18-2025,,KICK OFF,"Second Half begins: LA Galaxy 1, Minnesota United FC 0.",,
lavsmin-10-18-2025,,HALF TIME,"First half ends, LA Galaxy 1, Minnesota United FC 0.",,
lavsmin-10-18-2025,45'+5,Attempt Saved,Attempt saved. Gabriel Pec's (LA Galaxy) with left footed shot from the center of the box with an xG of 4% is saved by Dayne St. Clair.,,
lavsmin-10-18-2025,45'+4,Attempt Missed,Attempt missed. Jefferson Diaz's (Minnesota United FC) with header from the center of the box with an xG of 8% misses to the right.,,
lavsmin-10-18-2025,45',Attempt Saved,Attempt blocked. Diego Fagúndez's (LA Galaxy) with right footed shot from the center of the box with an xG of 23% is blocked by Michael Boxall.,,
lavsmin-10-18-2025,45',Attempt Saved,Attempt saved. Matheus Nascimento's (LA Galaxy) with right footed shot from the center of the box with an xG of 22% is saved by Dayne St. Clair.,,
lavsmin-10-18-2025,,,,M. Duggan,M. Boxall
lavsmin-10-18-2025,39',Attempt Saved,Attempt saved. Robin Lod's (Minnesota United FC) with left footed shot from the central position outside the box with an xG of 7% is saved by Novak Micovic.,,
lavsmin-10-18-2025,34',Attempt Saved,Attempt saved. Gabriel Pec's (LA Galaxy) with left footed shot from the central position outside the box with an xG of 6% is saved by Dayne St. Clair.,,
lavsmin-10-18-2025,34',Attempt Missed,Attempt missed. Bongokuhle Hlongwane's (Minnesota United FC) with left footed shot from the left half-space outside the box with an xG of 3% goes over to the left.,,
lavsmin-10-18-2025,32',Attempt Missed,Attempt missed. Nectarios Triantis's (Minnesota United FC) with right footed shot from the center of the box with an xG of 19% misses to the left.,,
lavsmin-10-18-2025,29',Attempt Saved,Attempt blocked. Joseph Paintsil's (LA Galaxy) with right footed shot from the right half-space outside the box with an xG of 11% is blocked by Jefferson Diaz.,,
lavsmin-10-18-2025,27',Attempt Missed,Attempt missed. Edwin Cerrillo's (LA Galaxy) with right footed shot from the central position outside the box with an xG of 4% goes over to the right.,,
lavsmin-10-18-2025,12',GOAL,Goal! 1:0. Matheus Nascimento (LA Galaxy) scored with right footed shot from the center of the box with an xG of 8% to the lower left zone.,,
lavsmin-10-18-2025,10',Attempt Missed,Attempt missed. Robin Lod's (Minnesota United FC) with header from the center of the box with an xG of 9% goes over to the left.,,
lavsmin-10-18-2025,7',Attempt Saved,Attempt saved. Joseph Paintsil's (LA Galaxy) with right footed shot from the left wing with an xG of 2% is saved by Dayne St. Clair.,,
lavsmin-10-18-2025,,KICK OFF,First half begins.,,
sjvsatx-10-18-2025,,END OF SECOND HALF,End of match.,,
sjvsatx-10-18-2025,,FULL TIME,"Second half ends, San Jose Earthquakes 2, Austin FC 1.",,
sjvsatx-10-18-2025,90'+5,Attempt Missed,Attempt missed. CJ Fodrey's (Austin FC) with header from the center of the box with an xG of 6% goes over to the left.,,
sjvsatx-10-18-2025,90'+2,Yellow Card,Guilherme Biro (Austin FC) is shown the yellow card for poor sportsmanship.,,
sjvsatx-10-18-2025,87',Attempt Saved,Attempt saved. Robert Taylor's (Austin FC) with right footed shot from the left side of the box with an xG of 11% is saved by Earl Edwards Jr..,,
sjvsatx-10-18-2025,,,,C. Arango,I. Harkes
sjvsatx-10-18-2025,,,,J. Martínez,V. Costa
sjvsatx-10-18-2025,77',GOAL,Goal! 2:1. Niko Tsakiris (San Jose Earthquakes) scored from free kick with left footed shot from the right half-space outside the box with an xG of 6% to the top right corner.,,
sjvsatx-10-18-2025,74',GOAL,"Goal! 1:1. Josef Martínez (San Jose Earthquakes) scored with header from the center of the box with an xG of 24% to the top left corner. Assisted by Jack Skahan, second assist by Niko Tsakiris.",,
sjvsatx-10-18-2025,74',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 7% is blocked by Nicolás Dubersarsky.,,
sjvsatx-10-18-2025,74',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 19% is blocked by Julio Cascante.,,
sjvsatx-10-18-2025,,,,O. Bouda,J. Skahan
sjvsatx-10-18-2025,,,,B. Leroux,N. Tsakiris
sjvsatx-10-18-2025,,,,D. Pereira,C. Fodrey
sjvsatx-10-18-2025,70',Attempt Saved,Attempt saved. Josef Martínez's (San Jose Earthquakes) with header from the center of the box with an xG of 70% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,70',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 22% is blocked by Besard Sabovic.,,
sjvsatx-10-18-2025,70',Attempt Missed,Josef Martínez (San Jose Earthquakes) with header from the center of the box with an xG of 30%.,,
sjvsatx-10-18-2025,68',Yellow Card,Žan Kolmanič (Austin FC) is shown the yellow card for poor sportsmanship.,,
sjvsatx-10-18-2025,67',Attempt Saved,Attempt saved. Preston Judd's (San Jose Earthquakes) with header from the center of the box with an xG of 10% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,,,,M. Djordjevic,O. Svatok
sjvsatx-10-18-2025,,,,B. Hines-Ike,J. Cascante
sjvsatx-10-18-2025,62',Attempt Saved,Attempt saved. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 8% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,,,,J. Ricketts,P. Judd
sjvsatx-10-18-2025,58',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,55',Post,Benji Kikanovic (San Jose Earthquakes) hits the right post from the center of the box with an xG of 8%.,,
sjvsatx-10-18-2025,52',Yellow Card,Nicolás Dubersarsky (Austin FC) is shown the yellow card for the foul.,,
sjvsatx-10-18-2025,51',Attempt Missed,Attempt missed. Josef Martínez's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 31% goes over.,,
sjvsatx-10-18-2025,51',Attempt Missed,Beau Leroux (San Jose Earthquakes) with left footed shot from the left side of the box with an xG of 5%.,,
sjvsatx-10-18-2025,48',Attempt Saved,Attempt blocked. Beau Leroux's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 15% is blocked by Brendan Hines-Ike.,,
sjvsatx-10-18-2025,48',Attempt Saved,Attempt saved. Ronaldo Vieira's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 3% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,,KICK OFF,"Second Half begins: San Jose Earthquakes 0, Austin FC 1.",,
sjvsatx-10-18-2025,,,,O. Wolff,B. Sabovic
sjvsatx-10-18-2025,,,,M. Desler,Ž. Kolmanič
sjvsatx-10-18-2025,,HALF TIME,"First half ends, San Jose Earthquakes 0, Austin FC 1.",,
sjvsatx-10-18-2025,45'+2,Attempt Missed,Attempt missed. Daniel Munie's (San Jose Earthquakes) with header from the center of the box with an xG of 12% misses to the right.,,
sjvsatx-10-18-2025,44',Attempt Missed,Attempt missed. Guilherme Biro's (Austin FC) with header from the right side of the box with an xG of 4% misses to the right.,,
sjvsatx-10-18-2025,41',Attempt Saved,Attempt blocked. Jamar Ricketts's (San Jose Earthquakes) with left footed shot from the central position outside the box with an xG of 6% is blocked by Mikkel Desler.,,
sjvsatx-10-18-2025,38',Attempt Missed,Attempt missed. Cristian Arango's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 3% misses to the right.,,
sjvsatx-10-18-2025,37',Attempt Saved,Attempt blocked. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left side of the box with an xG of 6% is blocked by Dani Pereira.,,
sjvsatx-10-18-2025,35',Attempt Saved,Attempt blocked. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Mikkel Desler.,,
sjvsatx-10-18-2025,34',Attempt Saved,Attempt blocked. Cristian Arango's (San Jose Earthquakes) with right footed shot from the left side of the box with an xG of 7% is blocked by Guilherme Biro.,,
sjvsatx-10-18-2025,33',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the right half-space outside the box with an xG of 2% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,31',Attempt Saved,Attempt blocked. Beau Leroux's (San Jose Earthquakes) with left footed shot from the central position outside the box with an xG of 6% is blocked by Mateja Djordjevic.,,
sjvsatx-10-18-2025,22',GOAL,Goal! 0:1. Owen Wolff (Austin FC) scored with right footed shot from the central position outside the box with an xG of 6% to the central top zone. Assisted by Jáder Obrian.,,
sjvsatx-10-18-2025,15',Attempt Missed,Attempt missed. Cristian Arango's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 2% goes over.,,
sjvsatx-10-18-2025,12',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with left footed shot from the left side of the box with an xG of 14% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,12',Attempt Saved,Attempt saved. Cristian Arango's (San Jose Earthquakes) with header from the center of the box with an xG of 10% is saved by Brad Stuver.,,
sjvsatx-10-18-2025,,KICK OFF,First half begins.,,
porvssd-10-18-2025,,END OF SECOND HALF,End of match.,,
porvssd-10-18-2025,,FULL TIME,"Second half ends, Portland Timbers 0, San Diego FC 4.",,
porvssd-10-18-2025,90'+5,Attempt Missed,Attempt missed. Kristoffer Velde's (Portland Timbers) with left footed shot from the central position outside the box with an xG of 12% misses to the right.,,
porvssd-10-18-2025,90'+3,Attempt Missed,Felipe Mora (Portland Timbers) with header from the center of the box with an xG of 5%.,,
porvssd-10-18-2025,,,,W. Kumado,M. Ingvartsen
porvssd-10-18-2025,79',Attempt Missed,Attempt missed. Luca Bombino's (San Diego FC) with right footed shot from the center of the box with an xG of 9% misses to the right.,,
porvssd-10-18-2025,78',Attempt Saved,Attempt saved. Felipe Mora's (Portland Timbers) with right footed shot from the center of the box with an xG of 35% is saved by CJ dos Santos.,,
porvssd-10-18-2025,,,,K. Kelsy,F. Mora
porvssd-10-18-2025,72',Attempt Missed,Attempt missed. Alex Mighten's (San Diego FC) with left footed shot from the center of the box with an xG of 12% goes over.,,
porvssd-10-18-2025,72',Attempt Missed,Luca Bombino (San Diego FC) with right footed shot from the left side of the box with an xG of 2%.,,
porvssd-10-18-2025,72',Attempt Saved,Attempt blocked. Alex Mighten's (San Diego FC) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Kristoffer Velde.,,
porvssd-10-18-2025,71',Attempt Saved,Attempt saved. Luca de la Torre's (San Diego FC) with right footed shot from the center of the box with an xG of 15% is saved by James Pantemis.,,
porvssd-10-18-2025,71',Attempt Saved,Attempt saved. Alex Mighten's (San Diego FC) with left footed shot from the center of the box with an xG of 14% is saved by James Pantemis.,,
porvssd-10-18-2025,69',Attempt Missed,Attempt missed. Matías Rojas's (Portland Timbers) with header from the center of the box with an xG of 11% misses to the left.,,
porvssd-10-18-2025,,,,A. Godoy,P. Soma
porvssd-10-18-2025,,,,J. Tverskov,L. de la Torre
porvssd-10-18-2025,,,,A. Pellegrino,A. Mighten
porvssd-10-18-2025,65',Yellow Card,Aníbal Godoy (San Diego FC) is shown the yellow card for the foul.,,
porvssd-10-18-2025,63',GOAL,Goal! 0:4. Amahl Pellegrino (San Diego FC) scored with right footed shot from the center of the box with an xG of 31% to the bottom right corner. Assisted by Jeppe Tverskov.,,
porvssd-10-18-2025,60',Attempt Saved,Attempt blocked. Corey Baird's (San Diego FC) with right footed shot from the center of the box with an xG of 17% is blocked by Kamal Miller.,,
porvssd-10-18-2025,57',Attempt Missed,Attempt missed. Antony Alves Santos's (Portland Timbers) with left footed shot from the left side of the box with an xG of 16% misses to the left.,,
porvssd-10-18-2025,,,,A. Harangi,W. Kumado
porvssd-10-18-2025,,,,J. Ortiz,D. Chará
porvssd-10-18-2025,,,,I. Smith,M. Rojas
porvssd-10-18-2025,,,,D. Da Costa,J. Mosquera
porvssd-10-18-2025,51',Yellow Card,Joao Ortiz (Portland Timbers) is shown the yellow card for the foul.,,
porvssd-10-18-2025,49',GOAL,"Goal! 0:3. Anders Dreyer (San Diego FC) scored with left footed shot from the center of the box with an xG of 22% to the lower right central zone. Assisted by Onni Valakari, second assist by Jeppe Tverskov.",,
porvssd-10-18-2025,47',GOAL,"Goal! 0:2. Anders Dreyer (San Diego FC) scored with left footed shot from the left half-space outside the box with an xG of 3% to the top left corner. Assisted by Amahl Pellegrino, second assist by Onni Valakari.",,
porvssd-10-18-2025,,KICK OFF,"Second Half begins: Portland Timbers 0, San Diego FC 1.",,
porvssd-10-18-2025,,,,C. Paredes,J. Fory
porvssd-10-18-2025,,HALF TIME,"First half ends, Portland Timbers 0, San Diego FC 1.",,
porvssd-10-18-2025,44',Attempt Missed,Aiden Harangi (San Diego FC) with left footed shot from the center of the box with an xG of 22%.,,
porvssd-10-18-2025,42',Yellow Card,Cristhian Paredes (Portland Timbers) is shown the yellow card for the foul.,,
porvssd-10-18-2025,26',GOAL,Goal! 0:1. Amahl Pellegrino (San Diego FC) scored with right footed shot from the center of the box with an xG of 20% to the bottom right corner. Assisted by Anders Dreyer.,,
porvssd-10-18-2025,23',Attempt Missed,Attempt missed. Kristoffer Velde's (Portland Timbers) with right footed shot from the central position outside the box with an xG of 6% misses to the right.,,
porvssd-10-18-2025,23',Attempt Saved,Attempt blocked. Amahl Pellegrino's (San Diego FC) with right footed shot from the left side of the box with an xG of 3% is blocked by Dario Zuparic.,,
porvssd-10-18-2025,22',Attempt Saved,Attempt blocked. Anders Dreyer's (San Diego FC) with left footed shot from the center of the box with an xG of 15% is blocked by Dario Zuparic.,,
porvssd-10-18-2025,17',Attempt Missed,Attempt missed. Kristoffer Velde's (Portland Timbers) with right footed shot from the left side of the box with an xG of 5% misses to the right.,,
porvssd-10-18-2025,16',Attempt Missed,Attempt missed. Amahl Pellegrino's (San Diego FC) with right footed shot from the center of the box with an xG of 18% goes over.,,
