minute,title,comment,out_player,in_player,match_id_hash
12',Attempt Saved,Attempt saved. Cristian Arango's (San Jose Earthquakes) with header from the center of the box with an xG of 10% is saved by Brad Stuver.,,,25ffa4eb
12',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with left footed shot from the left side of the box with an xG of 14% is saved by Brad Stuver.,,,25ffa4eb
15',Attempt Missed,Attempt missed. Cristian Arango's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 2% goes over.,,,25ffa4eb
22',GOAL,Goal! 0:1. Owen Wolff (Austin FC) scored with right footed shot from the central position outside the box with an xG of 6% to the central top zone. Assisted by Jáder Obrian.,,,25ffa4eb
31',Attempt Saved,Attempt blocked. Beau Leroux's (San Jose Earthquakes) with left footed shot from the central position outside the box with an xG of 6% is blocked by Mateja Djordjevic.,,,25ffa4eb
33',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the right half-space outside the box with an xG of 2% is saved by Brad Stuver.,,,25ffa4eb
34',Attempt Saved,Attempt blocked. Cristian Arango's (San Jose Earthquakes) with right footed shot from the left side of the box with an xG of 7% is blocked by Guilherme Biro.,,,25ffa4eb
35',Attempt Saved,Attempt blocked. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Mikkel Desler.,,,25ffa4eb
37',Attempt Saved,Attempt blocked. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left side of the box with an xG of 6% is blocked by Dani Pereira.,,,25ffa4eb
38',Attempt Missed,Attempt missed. Cristian Arango's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 3% misses to the right.,,,25ffa4eb
41',Attempt Saved,Attempt blocked. Jamar Ricketts's (San Jose Earthquakes) with left footed shot from the central position outside the box with an xG of 6% is blocked by Mikkel Desler.,,,25ffa4eb
44',Attempt Missed,Attempt missed. Guilherme Biro's (Austin FC) with header from the right side of the box with an xG of 6% misses to the right.,,,25ffa4eb
45'+2,Attempt Missed,Attempt missed. Daniel Munie's (San Jose Earthquakes) with header from the center of the box with an xG of 12% misses to the right.,,,25ffa4eb
48',Attempt Saved,Attempt saved. Ronaldo Vieira's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 5% is saved by Brad Stuver.,,,25ffa4eb
48',Attempt Saved,Attempt blocked. Beau Leroux's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 17% is blocked by Brendan Hines-Ike.,,,25ffa4eb
51',Attempt Missed,Beau Leroux (San Jose Earthquakes) with left footed shot from the left side of the box with an xG of 5%.,,,25ffa4eb
51',Attempt Missed,Attempt missed. Josef Martínez's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 13% goes over.,,,25ffa4eb
52',Foul,Nicolás Dubersarsky (Austin FC) is shown the yellow card for the foul.,,,25ffa4eb
55',Post,Benji Kikanovic (San Jose Earthquakes) hits the right post from the center of the box with an xG of 8%.,,,25ffa4eb
58',Attempt Saved,Attempt saved. Ousseni Bouda's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is saved by Brad Stuver.,,,25ffa4eb
62',Attempt Saved,Attempt saved. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 8% is saved by Brad Stuver.,,,25ffa4eb
67',Attempt Saved,Attempt saved. Preston Judd's (San Jose Earthquakes) with header from the center of the box with an xG of 10% is saved by Brad Stuver.,,,25ffa4eb
68',Yellow Card,Žan Kolmanič (Austin FC) is shown the yellow card for poor sportsmanship.,,,25ffa4eb
70',Attempt Missed,Josef Martínez (San Jose Earthquakes) with header from the center of the box with an xG of 30%.,,,25ffa4eb
70',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 22% is blocked by Besard Sabovic.,,,25ffa4eb
70',Attempt Saved,Attempt saved. Josef Martínez's (San Jose Earthquakes) with header from the center of the box with an xG of 70% is saved by Brad Stuver.,,,25ffa4eb
74',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 19% is blocked by Julio Cascante.,,,25ffa4eb
74',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 7% is blocked by Nicolás Dubersarsky.,,,25ffa4eb
74',Corner,"Goal! 1:1. Josef Martínez (San Jose Earthquakes) scored with header from the center of the box with an xG of 24% to the top left corner. Assisted by Jack Skahan, second assist by Niko Tsakiris.",,,25ffa4eb
77',Corner,Goal! 2:1. Niko Tsakiris (San Jose Earthquakes) scored from free kick with left footed shot from the right half-space outside the box with an xG of 6% to the top right corner.,,,25ffa4eb
87',Attempt Saved,Attempt saved. Robert Taylor's (Austin FC) with right footed shot from the left side of the box with an xG of 11% is saved by Earl Edwards Jr..,,,25ffa4eb
90'+2,Yellow Card,Guilherme Biro (Austin FC) is shown the yellow card for poor sportsmanship.,,,25ffa4eb
90'+5,Attempt Missed,Attempt missed. CJ Fodrey's (Austin FC) with header from the center of the box with an xG of 6% goes over to the left.,,,25ffa4eb
7',Attempt Saved,Attempt saved. Joseph Paintsil's (LA Galaxy) with right footed shot from the left wing with an xG of 2% is saved by Dayne St. Clair.,,,04a4ef01
10',Attempt Missed,Attempt missed. Robin Lod's (Minnesota United FC) with header from the center of the box with an xG of 9% goes over to the left.,,,04a4ef01
12',GOAL,Goal! 1:0. Matheus Nascimento (LA Galaxy) scored with right footed shot from the center of the box with an xG of 8% to the lower left zone.,,,04a4ef01
27',Attempt Missed,Attempt missed. Edwin Cerrillo's (LA Galaxy) with right footed shot from the central position outside the box with an xG of 4% goes over to the right.,,,04a4ef01
29',Attempt Saved,Attempt blocked. Joseph Paintsil's (LA Galaxy) with right footed shot from the right half-space outside the box with an xG of 11% is blocked by Jefferson Diaz.,,,04a4ef01
32',Attempt Missed,Attempt missed. Nectarios Triantis's (Minnesota United FC) with right footed shot from the center of the box with an xG of 19% misses to the left.,,,04a4ef01
34',Attempt Missed,Attempt missed. Bongokuhle Hlongwane's (Minnesota United FC) with left footed shot from the left half-space outside the box with an xG of 3% goes over to the left.,,,04a4ef01
34',Attempt Saved,Attempt saved. Gabriel Pec's (LA Galaxy) with left footed shot from the central position outside the box with an xG of 5% is saved by Dayne St. Clair.,,,04a4ef01
39',Attempt Saved,Attempt saved. Robin Lod's (Minnesota United FC) with left footed shot from the central position outside the box with an xG of 7% is saved by Novak Micovic.,,,04a4ef01
45',Attempt Saved,Attempt saved. Matheus Nascimento's (LA Galaxy) with right footed shot from the center of the box with an xG of 22% is saved by Dayne St. Clair.,,,04a4ef01
45',Attempt Saved,Attempt blocked. Diego Fagúndez's (LA Galaxy) with right footed shot from the center of the box with an xG of 27% is blocked by Michael Boxall.,,,04a4ef01
45'+4,Attempt Missed,Attempt missed. Jefferson Diaz's (Minnesota United FC) with header from the center of the box with an xG of 13% misses to the right.,,,04a4ef01
45'+5,Attempt Saved,Attempt saved. Gabriel Pec's (LA Galaxy) with left footed shot from the center of the box with an xG of 7% is saved by Dayne St. Clair.,,,04a4ef01
52',Post,Joseph Paintsil (LA Galaxy) hits the right post from the left side of the box with an xG of 18%.,,,04a4ef01
52',Corner,Goal! 2:0. Joseph Paintsil (LA Galaxy) scored with right footed shot from the center of the box with an xG of 82% to the bottom left corner.,,,04a4ef01
61',Foul,Nectarios Triantis (Minnesota United FC) is shown the yellow card for the foul.,,,04a4ef01
67',Foul,Edwin Cerrillo (LA Galaxy) is shown the yellow card for the foul.,,,04a4ef01
68',Attempt Missed,Attempt missed. Anthony Markanich's (Minnesota United FC) with left footed shot from the center of the box with an xG of 9% goes over to the left.,,,04a4ef01
69',Attempt Saved,Attempt saved. Joaquín Pereyra's (Minnesota United FC) with left footed shot from the left side of the box with an xG of 4% is saved by Novak Micovic.,,,04a4ef01
70',Attempt Saved,Attempt blocked. Joseph Rosales's (Minnesota United FC) with right footed shot from the right side of the box with an xG of 8% is blocked by Maya Yoshida.,,,04a4ef01
73',Attempt Missed,Attempt missed. Anthony Markanich's (Minnesota United FC) with left footed shot from the center of the box with an xG of 13% misses to the right.,,,04a4ef01
79',Foul,Nicolás Romero (Minnesota United FC) is shown the yellow card for the foul.,,,04a4ef01
83',Attempt Saved,Attempt saved. Joaquín Pereyra's (Minnesota United FC) with left footed shot from the center of the box with an xG of 7% is saved by Novak Micovic.,,,04a4ef01
83',Attempt Saved,Attempt blocked. Joaquín Pereyra's (Minnesota United FC) with left footed shot from the right side of the box with an xG of 4% is blocked by Emiro Garces.,,,04a4ef01
90'+5,Corner,Goal! 2:1. Joaquín Pereyra (Minnesota United FC) scored from corner kick with left footed shot from the right wing to the bottom right corner.,,,04a4ef01
90'+7,SECOND YELLOW,Edwin Cerrillo (LA Galaxy) is shown the second yellow (red) card for poor sportsmanship.,,,04a4ef01
90'+7,Attempt Missed,Attempt missed. Nicolás Romero's (Minnesota United FC) with left footed shot from the center of the box with an xG of 3% misses to the left.,,,04a4ef01
7',Corner,Goal! 1:0. Jonathan Osorio (Toronto FC) scored with left footed shot from the central position outside the box with an xG of 7% to the top left corner. Assisted by José Cifuentes.,,,fa05623c
10',Attempt Saved,Attempt blocked. Kyle Smith's (Orlando City) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Jonathan Osorio.,,,fa05623c
13',Attempt Saved,Attempt blocked. Kobe Franklin's (Toronto FC) with right footed shot from the right half-space outside the box with an xG of 2% is blocked by Kyle Smith.,,,fa05623c
13',Attempt Saved,Attempt blocked. Deandre Kerr's (Toronto FC) with header from the center of the box with an xG of 10% is blocked by Rodrigo Schlegel.,,,fa05623c
14',Attempt Missed,Attempt missed. Richie Laryea's (Toronto FC) with right footed shot from the left side of the box with an xG of 8% misses to the left.,,,fa05623c
17',Attempt Missed,Attempt missed. Marco Pašalić's (Orlando City) with left footed shot from the central position outside the box with an xG of 3% misses to the left.,,,fa05623c
19',Attempt Missed,Attempt missed. Marco Pašalić's (Orlando City) with left footed shot from the central position outside the box with an xG of 5% misses to the right.,,,fa05623c
20',Attempt Saved,Attempt blocked. Iván Angulo's (Orlando City) with right footed shot from the central position outside the box with an xG of 10% is blocked by Sigurd Rosted.,,,fa05623c
20',Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with right footed shot from the central position outside the box with an xG of 6% is blocked by Sigurd Rosted.,,,fa05623c
27',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with left footed shot from the left side of the box with an xG of 17% is saved by Sean Johnson.,,,fa05623c
27',Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with left footed shot from the center of the box with an xG of 31% is blocked by Richie Laryea.,,,fa05623c
27',Attempt Saved,Attempt saved. Marco Pašalić's (Orlando City) with left footed shot from the center of the box with an xG of 12% is saved by Sean Johnson.,,,fa05623c
27',Attempt Saved,Attempt blocked. Iván Angulo's (Orlando City) with right footed shot from the center of the box with an xG of 20% is blocked by Kosi Thompson.,,,fa05623c
27',Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with right footed shot from the center of the box with an xG of 20% is blocked by Kosi Thompson.,,,fa05623c
29',Attempt Saved,Attempt saved. Iván Angulo's (Orlando City) with right footed shot from the central position outside the box with an xG of 3% is saved by Sean Johnson.,,,fa05623c
30',Attempt Missed,Attempt missed. David Brekalo's (Orlando City) with header from the center of the box with an xG of 8% misses to the right.,,,fa05623c
32',Foul,Adrián Marín (Orlando City) is shown the yellow card for the foul.,,,fa05623c
33',Attempt Saved,Attempt blocked. José Cifuentes's (Toronto FC) with right footed shot from the central position outside the box with an xG of 2% is blocked by Marco Pašalić.,,,fa05623c
34',GOAL,Goal! 2:0. Djordje Mihailovic (Toronto FC) scored from free kick with right footed shot from the central position outside the box with an xG of 4% to the middle left zone.,,,fa05623c
39',Attempt Missed,Attempt missed. Jonathan Osorio's (Toronto FC) with right footed shot from the center of the box with an xG of 32% goes over to the right.,,,fa05623c
40',Attempt Saved,Attempt blocked. Kyle Smith's (Orlando City) with right footed shot from the central position outside the box with an xG of 8% is blocked by Richie Laryea.,,,fa05623c
40',Attempt Saved,Attempt saved. Marco Pašalić's (Orlando City) with left footed shot from the right side of the box with an xG of 4% is saved by Sean Johnson.,,,fa05623c
45'+2,Attempt Saved,Attempt blocked. Marco Pašalić's (Orlando City) with right footed shot from the right side of the box with an xG of 5% is blocked by Kosi Thompson.,,,fa05623c
45'+3,Attempt Saved,Attempt blocked. Eduard Atuesta's (Orlando City) with right footed shot from the center of the box with an xG of 7% is blocked by Jonathan Osorio.,,,fa05623c
46',Foul,Derrick Etienne Jr. (Toronto FC) is shown the yellow card for the foul.,,,fa05623c
48',GOAL,Goal! 3:0. Djordje Mihailovic (Toronto FC) scored with left footed shot from the center of the box with an xG of 24% to the middle right zone. Assisted by Theo Corbeanu.,,,fa05623c
49',Foul,Theo Corbeanu (Toronto FC) is shown the yellow card for the foul.,,,fa05623c
52',Attempt Missed,Attempt missed. Marco Pašalić's (Orlando City) with left footed shot from the right side of the box with an xG of 2% goes over to the left.,,,fa05623c
53',Attempt Saved,Attempt blocked. Martín Ojeda's (Orlando City) with left footed shot from the center of the box with an xG of 3% is blocked by Sigurd Rosted.,,,fa05623c
53',Attempt Saved,Attempt saved. Duncan McGuire's (Orlando City) with right footed shot from the center of the box with an xG of 4% is saved by Sean Johnson.,,,fa05623c
54',GOAL,Goal! 3:1. David Brekalo (Orlando City) scored with right footed shot from the center of the box with an xG of 35% to the middle right zone. Assisted by Marco Pašalić.,,,fa05623c
55',Attempt Saved,Attempt blocked. Tyrese Spicer's (Orlando City) with left footed shot from the left side of the box with an xG of 3% is blocked by Kobe Franklin.,,,fa05623c
56',Yellow Card,Richie Laryea (Toronto FC) is shown the yellow card for poor sportsmanship.,,,fa05623c
60',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with left footed shot from the left side of the box with an xG of 5% is saved by Sean Johnson.,,,fa05623c
60',Attempt Missed,Alex Freeman (Orlando City) with header from the center of the box with an xG of 5%.,,,fa05623c
60',Attempt Missed,Attempt missed. Martín Ojeda's (Orlando City) with left footed shot from the left side of the box with an xG of 4% goes over to the left.,,,fa05623c
61',GOAL,"Goal! 4:1. Deandre Kerr (Toronto FC) scored with left footed shot from the center of the box with an xG of 88% to the lower right zone. Assisted by Derrick Etienne Jr., second assist by Djordje Mihailovic.",,,fa05623c
64',Attempt Saved,Attempt saved. Jonathan Osorio's (Toronto FC) with right footed shot from the center of the box with an xG of 13% is saved by Pedro Gallese.,,,fa05623c
67',Attempt Saved,Attempt blocked. Derrick Etienne Jr.'s (Toronto FC) with right footed shot from the center of the box with an xG of 8% is blocked by Eduard Atuesta.,,,fa05623c
68',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with right footed shot from the right side of the box with an xG of 8% is saved by Sean Johnson.,,,fa05623c
82',Attempt Saved,Attempt blocked. Tyrese Spicer's (Orlando City) with left footed shot from the left side of the box with an xG of 5% is blocked by Sigurd Rosted.,,,fa05623c
84',Attempt Missed,Dagur Thorhallsson (Orlando City) with right footed shot from the center of the box with an xG of 37%.,,,fa05623c
84',Attempt Missed,Attempt missed. Martín Ojeda's (Orlando City) with left footed shot from the center of the box with an xG of 11% goes over.,,,fa05623c
85',Attempt Saved,Attempt saved. Tyrese Spicer's (Orlando City) with right footed shot from the left half-space outside the box with an xG of 2% is saved by Sean Johnson.,,,fa05623c
90',Foul,Malik Henry (Toronto FC) is shown the yellow card for the foul.,,,fa05623c
90'+2,GOAL,Goal! 4:2. Duncan McGuire (Orlando City) scored with right footed shot from the center of the box with an xG of 25% to the middle right zone. Assisted by Alex Freeman.,,,fa05623c
90'+5,Foul,Duncan McGuire (Orlando City) is shown the yellow card for the foul.,,,fa05623c
90'+7,Attempt Missed,Attempt missed. Rodrigo Schlegel's (Orlando City) with header from the right side of the box with an xG of 3% misses to the right.,,,fa05623c
1',Attempt Saved,Attempt blocked. Daniel Ríos's (Vancouver Whitecaps FC) with right footed shot from the center of the box with an xG of 2% is blocked by Anderson Julio.,,,c2082132
2',Foul,Édier Ocampo (Vancouver Whitecaps FC) is shown the yellow card for the foul.,,,c2082132
11',Foul,Mathias Laborda (Vancouver Whitecaps FC) is shown the red card for the foul.,,,c2082132
16',Attempt Saved,Attempt saved. Samuel Sarver's (FC Dallas) with right footed shot from the central position outside the box with an xG of 3% is saved by Yohei Takaoka.,,,c2082132
17',Attempt Saved,Attempt saved. Anderson Julio's (FC Dallas) with header from the center of the box with an xG of 4% is saved by Yohei Takaoka.,,,c2082132
18',Corner,Goal! 0:1. Osaze Urhoghide (FC Dallas) scored with header from the center of the box with an xG of 8% to the bottom right corner. Assisted by Patrickson Delgado.,,,c2082132
20',Attempt Saved,Attempt blocked. Sebastian Berhalter's (Vancouver Whitecaps FC) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Kaick Ferreira.,,,c2082132
23',Attempt Saved,Attempt saved. Anderson Julio's (FC Dallas) with right footed shot from the central position outside the box with an xG of 4% is saved by Yohei Takaoka.,,,c2082132
27',Foul,Lalas Abubakar (FC Dallas) is shown the yellow card for the foul.,,,c2082132
28',Corner,Goal! 1:1. Thomas Müller (Vancouver Whitecaps FC) scored from penalty with right footed shot with an xG of 77% to the bottom right corner.,,,c2082132
34',Attempt Missed,Emmanuel Sabbi (Vancouver Whitecaps FC) from the center of the box with an xG of 22%.,,,c2082132
36',Attempt Saved,Attempt saved. Thomas Müller's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 4% is saved by Michael Collodi.,,,c2082132
39',Attempt Saved,Attempt blocked. Pedro Martins's (FC Dallas) with left footed shot from the center of the box with an xG of 7% is blocked by Thomas Müller.,,,c2082132
41',Post,Sebastian Berhalter (Vancouver Whitecaps FC) hits the cross bar from the left side of the box with an xG of 2%.,,,c2082132
43',Attempt Missed,Attempt missed. Édier Ocampo's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 5% goes over.,,,c2082132
45'+1,Attempt Missed,Attempt missed. Anderson Julio's (FC Dallas) with header from the center of the box with an xG of 27% misses to the right.,,,c2082132
45'+1,Foul,Anderson Julio (FC Dallas) is shown the yellow card for the foul.,,,c2082132
45'+8,Attempt Saved,Attempt saved. Bernard Kamungo's (FC Dallas) with left footed shot from the left half-space outside the box with an xG of 30% is saved by Yohei Takaoka.,,,c2082132
47',GOAL,Goal! 1:2. Kaick Ferreira (FC Dallas) scored with left footed shot from the center of the box with an xG of 31% to the lower right central zone. Assisted by Samuel Sarver.,,,c2082132
50',Attempt Missed,Attempt missed. Anderson Julio's (FC Dallas) with right footed shot from the left half-space outside the box with an xG of 4% goes over to the right.,,,c2082132
56',Attempt Saved,Attempt blocked. Samuel Sarver's (FC Dallas) with right footed shot from the right side of the box with an xG of 6% is blocked by Tate Johnson.,,,c2082132
58',Attempt Saved,Attempt saved. Ali Ahmed's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 5% is saved by Michael Collodi.,,,c2082132
60',Attempt Saved,Attempt saved. Jeevan Badwal's (Vancouver Whitecaps FC) with header from the center of the box with an xG of 8% is saved by Michael Collodi.,,,c2082132
71',Foul,Bernard Kamungo (FC Dallas) is shown the yellow card for the foul.,,,c2082132
75',Attempt Saved,Attempt blocked. Ralph Priso's (Vancouver Whitecaps FC) with header from the center of the box with an xG of 4% is blocked by Chris Cappis.,,,c2082132
76',Attempt Saved,Attempt saved. Jeevan Badwal's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 8% is saved by Michael Collodi.,,,c2082132
78',Attempt Saved,Attempt blocked. Tate Johnson's (Vancouver Whitecaps FC) with left footed shot from the left side of the box with an xG of 3% is blocked by Josh Torquato.,,,c2082132
79',Attempt Missed,Attempt missed. Rayan Elloumi's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 25% misses to the left.,,,c2082132
81',Attempt Saved,Attempt blocked. Rayan Elloumi's (Vancouver Whitecaps FC) with left footed shot from the center of the box with an xG of 9% is blocked by Osaze Urhoghide.,,,c2082132
83',Post,Kenji Cabrera (Vancouver Whitecaps FC) hits the cross bar from the center of the box with an xG of 4%.,,,c2082132
86',Attempt Saved,Attempt saved. Thomas Müller's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 2% is saved by Michael Collodi.,,,c2082132
87',Attempt Saved,Attempt saved. Paxton Pomykal's (FC Dallas) with left footed shot from the central position outside the box with an xG of 14% is saved by Yohei Takaoka.,,,c2082132
89',Yellow Card,Osaze Urhoghide (FC Dallas) is shown the yellow card for poor sportsmanship.,,,c2082132
90'+2,Attempt Saved,Attempt blocked. Sebastian Berhalter's (Vancouver Whitecaps FC) with right footed shot from the central position outside the box with an xG of 6% is blocked by Nolan Norris.,,,c2082132
4',Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 5% is blocked by Jackson Ragen.,,,143512e6
4',Attempt Missed,Hannes Wolf (New York City Football Club) with header from the center of the box with an xG of 10%.,,,143512e6
7',Attempt Saved,Attempt blocked. Jesús Ferreira's (Seattle Sounders FC) with right footed shot from the central position outside the box with an xG of 7% is blocked by Raul Gustavo.,,,143512e6
8',Attempt Saved,Attempt blocked. Jesús Ferreira's (Seattle Sounders FC) with left footed shot from the center of the box with an xG of 7% is blocked by Raul Gustavo.,,,143512e6
41',Attempt Missed,Attempt missed. Tayvon Gray's (New York City Football Club) with left footed shot from the central position outside the box with an xG of 3% goes over to the left.,,,143512e6
45'+1,Attempt Missed,Alonso Martínez (New York City Football Club) with right footed shot from the center of the box with an xG of 12%.,,,143512e6
45'+1,Attempt Saved,Attempt saved. Justin Haak's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 9% is saved by Stefan Frei.,,,143512e6
45'+2,Foul,Kevin O'Toole (New York City Football Club) is shown the yellow card for the foul.,,,143512e6
45'+4,Foul,Justin Haak (New York City Football Club) is shown the yellow card for the foul.,,,143512e6
45'+6,Attempt Missed,Attempt missed. Andrés Perea's (New York City Football Club) with left footed shot from the left side of the box with an xG of 3% goes over.,,,143512e6
45'+8,Yellow Card,Matt Freese (New York City Football Club) is shown the yellow card for poor sportsmanship.,,,143512e6
46',Attempt Saved,Attempt blocked. Maxi Moralez's (New York City Football Club) with header from the center of the box with an xG of 5% is blocked by Jackson Ragen.,,,143512e6
51',Attempt Saved,Attempt blocked. Andrés Perea's (New York City Football Club) with right footed shot from the center of the box with an xG of 7% is blocked by Jackson Ragen.,,,143512e6
53',Attempt Missed,Attempt missed. Hannes Wolf's (New York City Football Club) with left footed shot from the left half-space outside the box with an xG of 2% goes over to the left.,,,143512e6
58',Attempt Saved,Attempt saved. Kalani Kossa-Rienzi's (Seattle Sounders FC) with right footed shot from the right side of the box with an xG of 5% is saved by Matt Freese.,,,143512e6
59',Attempt Saved,Attempt blocked. Danny Leyva's (Seattle Sounders FC) with right footed shot from the central position outside the box with an xG of 3% is blocked by Andrés Perea.,,,143512e6
61',GOAL,Goal! 0:1. Jordan Morris (Seattle Sounders FC) scored with header from the center of the box with an xG of 9% to the middle right zone. Assisted by Albert Rusnák.,,,143512e6
64',Foul,Albert Rusnák (Seattle Sounders FC) is shown the yellow card for the foul.,,,143512e6
65',Attempt Saved,Attempt blocked. Albert Rusnák's (Seattle Sounders FC) with right footed shot from the center of the box with an xG of 16% is blocked by Jonathan Shore.,,,143512e6
67',Attempt Saved,Attempt saved. Thiago Martins's (New York City Football Club) with header from the center of the box with an xG of 3% is saved by Stefan Frei.,,,143512e6
68',Attempt Saved,Attempt saved. Kevin O'Toole's (New York City Football Club) with left footed shot from the central position outside the box with an xG of 3% is saved by Stefan Frei.,,,143512e6
69',Attempt Saved,Attempt saved. Nicolás Fernández's (New York City Football Club) with left footed shot from the central position outside the box with an xG of 3% is saved by Stefan Frei.,,,143512e6
70',Attempt Saved,Attempt saved. Jesús Ferreira's (Seattle Sounders FC) with right footed shot from the center of the box with an xG of 11% is saved by Matt Freese.,,,143512e6
76',Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with right footed shot from the center of the box with an xG of 14% is blocked by Jackson Ragen.,,,143512e6
77',Attempt Missed,Attempt missed. Tayvon Gray's (New York City Football Club) with right footed shot from the right half-space outside the box with an xG of 3% goes over to the right.,,,143512e6
82',Corner,"Goal! 1:1. Nicolás Fernández (New York City Football Club) scored with left footed shot from the center of the box with an xG of 17% to the top right corner. Assisted by Julián Fernández, second assist by Máximo Carrizo.",,,143512e6
87',Corner,Goal! 1:2. Jackson Ragen (Seattle Sounders FC) scored with header from the center of the box with an xG of 22% to the top right corner. Assisted by Danny Leyva.,,,143512e6
90'+2,Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with header from the center of the box with an xG of 6% is blocked by Kalani Kossa-Rienzi.,,,143512e6
11',GOAL,"Goal! 0:1. Eric Maxim Choupo-Moting (New York Red Bulls) scored with right footed shot from the center of the box with an xG of 9% to the lower left zone. Assisted by Emil Forsberg, second assist by Gustav Berggren.",,,9a2edb25
15',Foul,Daniel Edelman (New York Red Bulls) is shown the yellow card for the foul.,,,9a2edb25
16',GOAL,"Goal! 1:1. Andrés Herrera (Columbus Crew) scored with right footed shot from the center of the box with an xG of 34% to the lower right zone. Assisted by Lassi Lappalainen, second assist by Max Arfsten.",,,9a2edb25
23',Attempt Saved,Attempt saved. Emil Forsberg's (New York Red Bulls) with left footed shot from the left side of the box with an xG of 8% is saved by Patrick Schulte.,,,9a2edb25
25',Attempt Saved,Attempt blocked. Steven Moreira's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 6% is blocked by Omar Valencia.,,,9a2edb25
26',Attempt Saved,Attempt blocked. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the center of the box with an xG of 28% is blocked by Lassi Lappalainen.,,,9a2edb25
27',Attempt Missed,Attempt missed. Lassi Lappalainen's (Columbus Crew) with right footed shot from the left side of the box with an xG of 6% misses to the right.,,,9a2edb25
29',Attempt Missed,Attempt missed. Dennis Gjengaar's (New York Red Bulls) with right footed shot from the right side of the box with an xG of 7% misses to the right.,,,9a2edb25
35',Attempt Saved,Attempt saved. Emil Forsberg's (New York Red Bulls) with header from the center of the box with an xG of 22% is saved by Patrick Schulte.,,,9a2edb25
36',Attempt Missed,Attempt missed. Andrés Herrera's (Columbus Crew) with right footed shot from the right side of the box with an xG of 7% misses to the left.,,,9a2edb25
37',Attempt Missed,Attempt missed. Hugo Picard's (Columbus Crew) with right footed shot from the center of the box with an xG of 22% goes over to the right.,,,9a2edb25
49',Attempt Saved,Attempt saved. Jacen Russell-Rowe's (Columbus Crew) with right footed shot from the central position outside the box with an xG of 7% is saved by John McCarthy.,,,9a2edb25
51',Attempt Missed,Alexander Hack (New York Red Bulls) with header from the center of the box with an xG of 6%.,,,9a2edb25
52',Attempt Saved,Attempt saved. Dániel Gazdag's (Columbus Crew) with right footed shot from the center of the box with an xG of 18% is saved by John McCarthy.,,,9a2edb25
54',Attempt Saved,Attempt blocked. Eric Maxim Choupo-Moting's (New York Red Bulls) with right footed shot from the right side of the box with an xG of 12% is blocked by Sean Zawadzki.,,,9a2edb25
65',Attempt Saved,Attempt saved. Dániel Gazdag's (Columbus Crew) with left footed shot from the center of the box with an xG of 13% is saved by John McCarthy.,,,9a2edb25
66',Attempt Saved,Attempt blocked. Malte Amundsen's (Columbus Crew) with left footed shot from the central position outside the box with an xG of 3% is blocked by Sean Nealis.,,,9a2edb25
66',GOAL,"Goal! 2:1. Dániel Gazdag (Columbus Crew) scored with right footed shot from the center of the box with an xG of 16% to the lower right zone. Assisted by Taha Habroune, second assist by Max Arfsten.",,,9a2edb25
70',Foul,Dylan Nealis (New York Red Bulls) is shown the yellow card for the foul.,,,9a2edb25
