id,date,name,age,height_cm,weight_kg,team,contract_start,contract_end,position,foot,jersey_num,wage_eur,value_eur,,overall_rating,best_overall,best_position,total_attacking,crossing,finishing,heading_accuracy,short_passing,volleys,total_skill,dribbling,curve,fk_accuracy,long_passing,ball_control,total_movement,acceleration,sprint_speed,agility,reactions,balance,total_power,shot_power,jumping,stamina,long_shots,total_mentality,aggression,interceptions,attack_position,vision,penalties,composure,total_defending,defensive_awareness,standing_tackle,sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
217606,2025-10-23,E. Boateng,31,168,68,CF Montréal,2025.0,2025.0,SUB,Left,24.0,3000,600000,,65,66,LW,269,55,62,30,65,57,285,64,58,44,56,63,415,90,89,91,55,90,313,68,67,50,57,261,53,38,60,64,46,58,128,41,49,38,59,10,12,11,12,14
266507,2025-10-23,A. Alvarado,21,173,67,CF Montréal,2025.0,2026.0,SUB,Right,70.0,2000,11000000,,63,65,CAM,281,58,45,51,71,56,311,61,63,55,67,65,331,62,66,57,64,82,254,59,47,55,51,263,42,33,62,67,59,64,144,44,47,53,53,11,14,8,15,5
246048,2025-10-23,A. Reyes,25,186,81,CF Montréal,2024.0,2026.0,SUB,Right,4.0,4000,16000000,,68,70,CB,209,29,29,66,56,29,183,38,31,29,39,46,348,70,74,68,66,70,318,44,81,76,34,236,74,67,30,29,36,51,201,67,69,65,49,12,5,9,15,8
235590,2025-10-23,P. Sisniega,29,192,79,CF Montréal,2024.0,2025.0,SUB,Right,13.0,2000,450000,,64,64,GK,99,20,11,21,33,14,153,24,27,21,46,35,221,41,48,45,55,32,227,48,61,39,18,103,24,18,7,31,23,46,55,10,23,22,321,63,65,64,65,64
254859,2025-10-23,A. Mighten,23,172,70,CF Montréal,2024.0,2026.0,SUB,Right,77.0,2000,16000000,,65,66,LM,270,61,58,41,69,41,270,68,43,32,58,69,382,87,71,89,52,83,278,62,58,57,51,221,40,20,55,55,51,50,87,24,34,29,50,7,14,8,14,7
242716,2025-10-23,C. Baird,29,178,73,CF Montréal,2025.0,2025.0,SUB,Right,21.0,4000,850000,,66,66,ST,311,59,66,66,64,56,289,63,60,55,48,63,352,76,77,69,64,66,337,68,77,66,57,276,67,24,65,59,61,61,85,34,30,21,50,5,14,10,8,13
79800,2025-10-23,A. Harangi,19,175,73,CF Montréal,,,,Right,,4000,1000000,,62,62,LB,220,64,27,48,53,28,272,54,59,55,51,53,329,69,73,62,61,64,254,33,57,68,38,257,55,57,58,39,48,57,178,59,59,60,50,7,11,7,12,13
279706,2025-10-23,D. Ferree,18,185,80,CF Montréal,2023.0,2027.0,SUB,Right,18.0,500,450000,,58,58,GK,57,11,6,12,21,7,69,10,14,11,16,18,172,17,30,29,55,41,154,44,39,20,5,86,19,14,8,32,13,21,26,5,10,11,286,58,57,58,56,57
73671,2025-10-23,O. Verhoeven,19,183,74,CF Montréal,,,,Right,,900,375000,,56,56,RB,198,48,31,41,50,28,221,52,40,32,45,52,303,67,68,53,54,61,220,31,49,56,29,219,52,51,46,32,38,46,164,51,58,55,40,6,7,12,6,9
77967,2025-10-23,I. Pilcher,22,185,77,CF Montréal,2025.0,2025.0,RES,Left,25.0,900,140000,,53,55,CB,192,31,25,51,60,25,180,29,24,28,59,40,264,58,53,45,49,59,236,36,58,56,25,178,42,47,20,40,29,35,164,53,59,52,53,12,12,7,9,13
77495,2025-10-23,M. Duah,19,193,82,CF Montréal,2024.0,2027.0,RES,Right,26.0,750,250000,,53,55,CAM,209,31,44,46,58,30,232,53,39,30,52,58,281,65,63,57,52,44,275,51,59,58,39,255,56,56,55,48,40,49,121,40,39,42,52,14,7,11,8,12
75236,2025-10-23,L. Bombino,18,170,73,CF Montréal,,,,Left,,650,240000,,54,54,LB,193,53,30,45,35,30,199,50,39,36,31,43,289,63,58,60,46,62,221,30,50,58,29,221,55,51,50,36,29,38,163,51,56,56,42,13,8,7,9,5
73870,2025-10-23,D. Vazquez,19,175,65,CF Montréal,,,,Left,,650,120000,,49,51,ST,212,40,54,33,42,43,203,51,37,31,31,53,292,68,67,51,37,69,217,64,32,48,32,181,25,18,46,43,49,44,65,21,20,24,49,14,10,6,10,9
77459,2025-10-23,A. Saidi,17,185,67,CF Montréal,2025.0,2028.0,RES,Right,29.0,550,150000,,48,50,ST,202,25,58,48,39,32,175,37,31,34,25,48,274,57,50,55,49,63,222,46,36,53,47,195,28,18,50,40,59,40,47,18,12,17,57,8,14,11,9,15
80612,2025-10-23,P. Soma,19,177,75,CF Montréal,2025.0,2027.0,RES,Right,15.0,550,110000,,50,52,CDM,214,41,38,46,55,34,216,45,36,38,47,50,285,57,58,52,52,66,244,47,49,53,40,218,54,46,38,40,40,50,145,48,45,52,44,11,6,6,11,10
266389,2025-10-23,P. Schulte,24,193,79,CF Montréal,2022.0,2027.0,GK,Left,28.0,3000,31000000,,70,70,GK,89,14,5,13,51,6,124,10,12,14,48,40,182,28,29,29,69,27,193,56,49,19,6,94,22,6,5,45,16,39,26,5,11,10,350,69,65,75,71,70
212401,2025-10-23,S. Moreira,30,179,75,CF Montréal,2021.0,2025.0,RCB,Right,31.0,6000,15000000,,71,72,RWB,269,65,26,68,75,35,287,71,53,29,65,69,362,74,73,76,70,69,301,43,78,81,28,311,74,70,63,67,37,68,214,72,73,69,57,10,14,9,15,9
266390,2025-10-23,S. Zawadzki,25,183,73,CF Montréal,2022.0,2027.0,CB,Right,25.0,4000,17000000,,68,71,CDM,272,50,44,67,72,39,276,66,40,32,69,69,338,70,75,57,67,69,332,60,73,73,56,298,69,68,54,63,44,67,202,68,67,67,45,6,10,9,15,5
242263,2025-10-23,M. Amundsen,27,179,81,CF Montréal,2023.0,2027.0,LCB,Left,18.0,4000,12000000,,68,70,LWB,284,69,39,63,69,44,279,66,50,35,64,64,345,72,75,64,68,66,340,60,79,73,51,296,66,69,63,60,38,66,201,69,67,65,44,9,14,5,6,10
270820,2025-10-23,M. Farsi,25,178,68,CF Montréal,2022.0,2027.0,RM,Right,23.0,5000,21000000,,70,71,RM,286,68,52,49,69,48,305,69,64,48,55,69,381,83,85,78,63,72,298,60,62,78,48,275,48,64,68,61,34,66,194,64,66,64,52,11,6,10,11,14
245855,2025-10-23,D. Chambost,27,177,70,CF Montréal,2024.0,2026.0,RCM,Left,7.0,6000,17000000,,70,70,CM,323,68,65,58,73,59,339,68,62,67,71,71,336,67,59,73,67,70,345,68,68,75,66,324,59,63,69,73,60,69,169,57,59,53,51,11,11,8,11,10
202078,2025-10-23,D. Nagbe,34,175,77,CF Montréal,2019.0,2025.0,LCM,Right,6.0,9000,26000000,,75,75,CM,330,49,60,57,85,79,376,79,72,68,77,80,390,72,72,85,80,81,370,74,73,83,67,312,59,63,60,69,61,81,191,67,63,61,46,6,8,12,7,13
274535,2025-10-23,M. Arfsten,24,185,78,CF Montréal,2023.0,2027.0,LM,Left,27.0,4000,21000000,,69,70,LM,305,63,66,57,64,55,303,75,69,30,57,72,357,73,76,77,66,65,326,66,72,69,49,289,47,60,68,58,56,64,181,60,62,59,45,13,9,5,7,11
241907,2025-10-23,D. Rossi,27,170,66,CF Montréal,2023.0,2026.0,RAM,Right,10.0,9000,65000000,,75,77,RM,334,71,74,44,75,70,350,77,76,58,63,76,417,87,88,87,71,84,330,71,59,82,70,283,41,26,77,73,66,72,100,42,30,28,67,11,14,15,14,13
238277,2025-10-23,D. Gazdag,29,183,77,CF Montréal,2025.0,2025.0,LAM,Right,8.0,9000,41000000,,74,74,CAM,304,51,71,47,75,60,342,75,62,60,70,75,363,75,78,72,70,68,366,72,66,90,69,370,65,60,79,75,91,70,157,45,62,50,45,11,7,5,11,11
275221,2025-10-23,I. Aliyu,23,184,77,CF Montréal,2025.0,2025.0,ST,Right,11.0,2000,16000000,,65,67,ST,294,57,68,49,60,60,280,70,49,46,52,63,339,67,80,69,60,63,325,70,60,69,65,232,35,24,66,60,47,60,91,29,39,23,38,8,7,6,12,5
269923,2025-10-23,J. Russell-Rowe,22,183,73,CF Montréal,2022.0,2025.0,SUB,Right,19.0,2000,13000000,,64,66,ST,270,28,68,61,59,54,241,60,44,34,39,64,325,72,73,61,60,59,331,61,77,60,58,244,46,22,66,54,56,60,49,19,13,17,63,13,10,13,12,15
272835,2025-10-23,H. Picard,22,168,63,CF Montréal,2025.0,2028.0,SUB,Right,30.0,5000,42000000,,71,72,RM,319,72,63,47,71,66,344,73,72,65,64,70,396,82,75,86,64,89,320,71,54,84,72,303,56,53,62,65,67,68,170,48,62,60,50,14,10,6,9,11
234300,2025-10-23,L. Lappalainen,26,183,76,CF Montréal,2025.0,2025.0,SUB,Right,26.0,3000,775000,,65,65,LM,282,52,64,50,62,54,286,69,62,38,53,64,344,86,86,62,55,55,300,57,74,50,51,248,30,34,64,60,60,62,165,60,65,40,42,7,14,6,6,9
246804,2025-10-23,A. Sejdič,28,178,72,CF Montréal,2025.0,2025.0,SUB,Right,14.0,2000,475000,,63,63,CM,265,58,54,41,67,45,300,64,58,49,62,67,293,51,43,67,59,73,311,66,50,66,65,305,65,64,58,60,58,58,175,59,62,54,44,6,7,6,11,14
257346,2025-10-23,Y. Cheberko,27,183,66,CF Montréal,2023.0,2026.0,SUB,Left,21.0,4000,14000000,,68,70,CB,247,63,26,68,68,22,276,62,47,37,63,67,357,70,74,74,67,72,289,43,74,70,32,263,68,67,42,53,33,64,201,66,68,67,47,6,8,8,10,15
79215,2025-10-23,T. Brown,17,180,72,CF Montréal,2025.0,2028.0,SUB,Left,44.0,650,400000,,57,58,LM,234,47,50,48,53,36,242,58,46,35,49,54,338,73,79,64,55,67,242,50,55,55,31,243,53,48,56,46,40,44,158,55,53,50,63,13,13,12,14,11
267684,2025-10-23,N. Hagen,28,193,85,CF Montréal,2024.0,2026.0,SUB,Right,1.0,2000,500000,,64,64,GK,64,14,5,13,23,9,76,10,12,10,24,20,185,39,25,40,60,21,191,46,56,25,5,89,22,6,6,40,15,39,28,5,11,12,315,64,62,61,64,64
246106,2025-10-23,A. Herrera,26,178,75,CF Montréal,,,,Right,,11000,16000000,,70,70,RB,308,65,59,62,65,57,297,69,47,50,64,67,385,83,85,77,68,72,353,71,79,69,65,320,73,68,70,60,49,71,197,65,66,66,61,11,14,10,14,12
235425,2025-10-23,D. Jones,28,193,80,CF Montréal,2024.0,2025.0,SUB,Left,20.0,3000,625000,,65,65,CDM,258,47,46,61,66,38,283,61,42,56,62,62,317,68,68,61,63,57,363,69,80,75,52,320,74,63,58,59,66,59,178,61,60,57,49,7,5,15,8,14
70155,2025-10-23,T. Habroune,19,182,76,CF Montréal,2024.0,2027.0,SUB,Right,16.0,1000,450000,,57,59,CAM,245,43,54,45,59,44,282,60,56,52,55,59,316,68,64,70,50,64,231,50,48,50,34,267,45,54,58,52,58,54,146,52,48,46,52,11,10,9,9,13
206549,2025-10-23,E. Bush,39,186,85,CF Montréal,2020.0,2025.0,SUB,Right,24.0,600,45000,,62,62,GK,100,16,19,20,34,11,109,19,13,18,36,23,138,17,17,20,50,34,196,47,54,15,15,155,45,20,18,50,22,49,44,18,11,15,310,64,61,62,63,60
242515,2025-10-23,W. Ali,26,186,78,CF Montréal,2025.0,2027.0,SUB,Right,9.0,4000,13000000,,67,69,ST,300,48,70,61,58,63,272,66,52,51,36,67,367,78,74,75,66,74,341,66,76,66,65,270,59,26,68,61,56,64,75,33,21,21,46,12,7,7,13,7
206485,2025-10-23,R. Camacho,34,185,79,CF Montréal,2023.0,2025.0,RES,Right,4.0,5000,450000,,69,69,CB,268,48,42,67,71,40,279,55,59,30,70,65,228,34,38,38,61,57,320,60,68,75,36,326,81,72,48,60,65,68,200,72,65,63,49,8,6,6,15,14
239993,2025-10-23,A. Romero,27,189,84,CF Montréal,2024.0,2025.0,RES,Right,22.0,1000,325000,,61,61,GK,82,13,17,13,19,20,73,12,10,11,19,21,241,51,52,55,44,39,243,45,64,45,20,95,20,20,15,25,15,35,34,12,10,12,310,64,61,60,63,62
77969,2025-10-23,C. Ruvalcaba,23,188,82,CF Montréal,2025.0,2025.0,RES,Right,48.0,1000,300000,,56,58,CB,197,40,28,49,54,26,200,39,34,27,43,57,293,63,61,53,52,64,278,48,66,58,29,209,51,48,35,34,41,46,165,55,58,52,54,14,11,10,12,7
246958,2025-10-23,A. Ivačič,31,188,82,CF Montréal,2024.0,2025.0,GK,Right,31.0,2000,550000,,67,67,GK,62,13,9,12,19,9,64,11,11,12,18,12,200,37,41,24,63,35,210,47,59,34,6,94,16,11,7,50,10,27,27,5,10,12,330,69,65,62,64,70
77559,2025-10-23,I. Feingold,20,178,75,CF Montréal,2025.0,2027.0,RB,Right,12.0,1000,825000,,62,63,RM,260,59,51,52,61,37,299,65,60,52,59,63,311,63,63,58,60,67,275,50,58,62,48,294,60,60,61,60,53,58,180,61,60,59,46,12,6,13,7,8
276960,2025-10-23,B. Ceballos,24,183,77,CF Montréal,2025.0,2027.0,RCB,Right,3.0,4000,17000000,,68,70,CB,217,45,20,65,66,21,217,46,35,23,65,48,303,65,63,55,66,54,274,39,76,56,25,225,70,68,28,27,32,50,206,70,69,67,48,13,13,7,7,8
235849,2025-10-23,M. Fofana,27,186,75,CF Montréal,2025.0,2027.0,CB,Right,2.0,5000,17000000,,70,72,CB,237,34,30,69,66,38,254,61,35,29,63,66,324,69,61,72,66,56,306,40,78,82,30,278,71,72,35,55,45,58,204,71,67,66,58,13,12,13,14,6
255136,2025-10-23,T. Beason,28,185,79,CF Montréal,2024.0,2026.0,LCB,Left,4.0,2000,600000,,64,66,CB,199,36,21,60,58,24,207,54,27,21,45,60,286,54,65,57,59,51,274,32,71,70,24,214,53,64,32,29,36,49,195,66,64,65,47,7,8,11,11,10
73673,2025-10-23,P. Miller,17,170,72,CF Montréal,2023.0,2027.0,LB,Left,25.0,950,875000,,62,65,LM,276,63,58,56,60,39,298,66,62,48,58,64,364,78,72,79,57,78,288,61,65,60,50,282,60,51,61,59,51,58,177,59,60,58,50,7,13,8,12,10
226793,2025-10-23,M. Polster,32,183,77,CF Montréal,2020.0,2027.0,RCM,Right,8.0,4000,800000,,68,68,CDM,269,54,46,62,73,34,298,64,63,38,70,63,257,34,52,56,62,53,324,49,65,83,49,282,70,66,45,62,39,65,186,63,63,60,60,15,10,11,14,10
244895,2025-10-23,A. Yusuf,24,175,66,CF Montréal,2024.0,2027.0,LCM,Right,80.0,6000,32000000,,72,73,CDM,303,64,58,55,73,53,320,73,60,51,69,67,400,78,75,89,72,86,352,62,73,90,60,327,80,74,64,63,46,71,197,65,70,62,45,14,9,6,7,9
210930,2025-10-23,Carles Gil,32,170,65,CF Montréal,2019.0,2027.0,CAM,Left,10.0,12000,14000000,,79,79,CAM,335,77,73,33,82,70,389,80,80,72,77,80,367,74,67,73,79,74,339,62,58,84,74,310,40,39,78,85,68,76,115,35,42,38,58,12,15,16,9,6
253568,2025-10-23,L. Campana,25,187,76,CF Montréal,2024.0,2027.0,RS,Left,9.0,7000,35000000,,72,74,ST,320,34,78,83,53,72,261,62,45,38,47,69,331,65,65,66,70,65,370,70,88,71,63,271,49,24,74,58,66,66,73,26,25,22,45,7,10,5,10,13
241130,2025-10-23,I. Ganago,26,176,78,CF Montréal,,,,Right,,15000,29000000,,72,74,ST,325,62,71,65,67,60,317,74,59,56,54,74,382,79,80,77,67,79,360,79,81,56,69,287,49,45,71,56,66,70,70,39,17,14,48,9,10,8,8,13
241026,2025-10-23,T. Chancalay,26,179,76,CF Montréal,2023.0,2026.0,SUB,Right,7.0,7000,36000000,,73,73,LM,325,69,70,57,70,59,374,76,78,76,69,75,397,83,83,85,66,80,356,78,72,72,75,294,56,42,68,65,63,70,110,30,42,38,41,10,8,8,7,8
270107,2025-10-23,L. Langoni,23,173,66,CF Montréal,2024.0,2027.0,SUB,Right,41.0,5000,3000000,,71,72,RM,290,63,68,44,64,51,319,72,70,56,52,69,420,90,90,89,69,82,343,66,65,90,64,273,62,22,69,59,61,62,107,45,29,33,48,13,9,11,8,7
237257,2025-10-23,J. Yueill,28,178,74,CF Montréal,2025.0,2027.0,SUB,Right,14.0,5000,12000000,,69,69,CDM,312,55,56,63,72,66,325,64,63,60,71,67,321,64,54,67,68,68,357,70,70,88,61,322,69,65,61,71,56,69,189,67,61,61,57,11,13,14,8,11
266682,2025-10-23,W. Sands,24,178,68,CF Montréal,2024.0,2026.0,SUB,Left,23.0,2000,650000,,63,64,LM,251,59,44,47,61,40,255,66,44,34,48,63,347,72,73,74,56,72,300,64,62,74,40,274,45,58,64,53,54,50,173,57,59,57,53,7,9,11,15,11
242554,2025-10-23,B. Bye,29,183,79,CF Montréal,2018.0,2025.0,SUB,Right,15.0,6000,14000000,,70,70,RB,304,69,55,67,62,51,293,64,60,47,57,65,347,74,78,69,65,61,353,68,78,78,56,295,62,65,62,58,48,63,197,65,68,64,42,7,10,8,7,10
212592,2025-10-23,A. Farrell,33,180,75,CF Montréal,2013.0,2025.0,SUB,Right,88.0,3000,400000,,66,66,CB,271,58,38,58,65,52,299,65,55,53,61,65,337,69,67,69,66,66,343,61,76,74,51,276,70,64,55,56,31,64,193,64,65,64,68,15,16,12,10,15
233267,2025-10-23,M. Turner,31,191,79,CF Montréal,,,,Right,,12000,22000000,,74,74,GK,82,13,15,14,24,16,96,16,13,14,29,24,241,38,42,48,71,42,229,50,62,35,18,136,25,27,15,55,14,59,33,11,11,11,360,74,72,67,73,74
242734,2025-10-23,W. Omsberg,29,193,82,CF Montréal,2025.0,2025.0,SUB,Right,16.0,2000,325000,,62,62,CB,191,28,20,67,53,23,169,28,30,24,50,37,197,34,37,33,60,33,253,32,64,63,19,219,70,58,24,27,40,44,186,64,65,57,48,7,8,10,9,14
70892,2025-10-23,D. Turgeman,21,186,71,CF Montréal,2025.0,2028.0,SUB,Right,19.0,3000,23000000,,67,69,ST,298,42,72,71,55,58,290,69,67,49,40,65,341,72,74,71,63,61,332,65,77,68,60,280,66,26,64,51,73,65,62,24,21,17,50,10,9,10,13,8
273552,2025-10-23,K. Hughes,22,191,86,CF Montréal,2025.0,2025.0,SUB,Right,5.0,1000,475000,,60,62,CB,161,29,28,44,40,20,174,28,23,24,38,61,257,62,54,47,49,45,270,40,62,57,31,211,58,56,29,32,36,46,194,63,67,64,46,8,10,7,10,11
226786,2025-10-23,A. Bono,31,191,95,CF Montréal,2024.0,2026.0,SUB,Right,24.0,2000,375000,,65,65,GK,76,18,12,12,15,19,91,18,12,16,25,20,190,33,35,29,63,30,239,47,63,39,15,142,44,13,13,49,23,49,45,12,14,19,319,64,63,62,61,69
278955,2025-10-23,M. Fry,20,175,75,CF Montréal,2024.0,2026.0,SUB,Left,32.0,1000,400000,,57,59,ST,278,55,55,58,55,55,261,58,58,47,40,58,305,65,65,60,45,70,297,65,64,54,54,235,44,23,55,55,58,58,69,22,25,22,51,11,14,6,8,12
79881,2025-10-23,E. Klein,18,180,73,CF Montréal,2025.0,2026.0,RES,Right,38.0,650,275000,,53,55,CB,187,34,28,52,47,26,174,31,29,32,39,43,275,58,62,48,46,61,232,42,55,55,24,218,52,54,28,42,42,51,162,56,55,51,62,7,14,12,15,14
275032,2025-10-23,N. Mićović,23,190,77,CF Montréal,2023.0,2026.0,GK,Right,1.0,1000,925000,,63,63,GK,66,12,7,13,28,6,80,11,13,12,27,17,158,28,20,27,59,24,182,46,52,20,7,75,18,6,4,34,13,31,33,8,11,14,309,63,63,61,60,62
233169,2025-10-23,M. Yamane,31,178,72,CF Montréal,2024.0,2026.0,RB,Right,2.0,7000,17000000,,72,72,RB,327,67,58,64,72,66,291,71,48,38,66,68,343,71,82,54,70,66,359,70,74,82,63,303,64,67,63,66,43,68,204,66,70,68,52,13,8,8,8,15
273826,2025-10-23,Emiro Garcés,23,186,75,CF Montréal,2024.0,2028.0,RCB,Right,25.0,3000,21000000,,67,69,CB,233,37,38,66,63,29,219,40,36,35,52,56,357,83,85,64,68,57,304,33,86,72,33,233,68,68,26,33,38,50,188,60,66,62,45,6,11,6,9,13
191648,2025-10-23,M. Yoshida,36,189,78,CF Montréal,2023.0,2026.0,LCB,Right,4.0,4000,275000,,70,70,CB,265,36,34,70,69,56,257,59,38,33,61,66,289,51,52,61,68,57,317,50,75,68,41,284,66,72,42,50,54,68,205,68,70,67,55,12,16,8,6,13
247308,2025-10-23,J. Nelson,26,175,74,CF Montréal,2024.0,2025.0,LB,Left,14.0,4000,11000000,,67,67,LB,211,59,25,43,60,24,233,57,50,25,39,62,356,79,86,62,60,69,247,24,62,72,27,234,51,61,55,30,37,61,194,64,66,64,52,10,8,11,13,10
260421,2025-10-23,I. Parente,25,178,68,CF Montréal,2024.0,2025.0,RDM,Right,16.0,2000,700000,,63,65,CAM,264,52,51,52,68,41,320,66,62,60,64,68,317,63,50,68,60,76,270,60,54,53,53,294,53,64,58,65,54,62,183,60,64,59,59,14,15,11,7,12
247509,2025-10-23,E. Cerrillo,24,175,78,CF Montréal,2023.0,2026.0,LDM,Right,6.0,4000,17000000,,68,69,CDM,244,44,36,52,72,40,282,64,50,38,65,65,325,67,59,62,66,71,317,58,65,74,52,279,70,64,55,54,36,66,198,64,68,66,55,15,12,11,9,8
70822,2025-10-23,Gabriel Pec,24,172,66,CF Montréal,2024.0,2028.0,RM,Left,11.0,7000,65000000,,74,75,LM,293,63,70,38,67,55,347,80,70,64,60,73,407,88,88,88,67,76,351,70,66,85,67,289,69,30,69,69,52,71,104,35,35,34,54,11,9,10,11,13
241162,2025-10-23,J. Paintsil,27,169,70,CF Montréal,2024.0,2027.0,LM,Right,28.0,8000,45000000,,74,74,LM,312,69,73,51,69,50,345,77,72,70,55,71,432,92,89,93,69,89,361,69,76,77,69,283,47,34,69,65,68,71,100,35,28,37,53,15,10,8,6,14
188350,2025-10-23,M. Reus,36,180,71,CF Montréal,2024.0,2026.0,CAM,Right,18.0,9000,55000000,,79,79,CAM,368,81,81,44,83,79,408,80,86,84,76,82,354,62,54,76,81,81,353,82,59,66,80,345,48,55,80,81,81,78,161,55,47,59,61,12,12,13,13,11
237075,2025-10-23,C. Ramirez,34,188,85,CF Montréal,2025.0,2025.0,ST,Right,17.0,5000,575000,,68,68,ST,317,45,67,74,69,62,291,66,46,50,60,69,304,57,60,60,65,62,365,72,81,64,67,293,65,29,69,62,68,72,73,23,27,23,52,11,9,14,12,6
201895,2025-10-23,D. Fagúndez,30,173,64,CF Montréal,2023.0,2025.0,SUB,Right,7.0,6000,15000000,,70,70,LM,304,67,60,48,68,61,354,74,74,70,64,72,382,75,76,86,65,80,322,70,61,68,66,278,63,30,67,66,52,68,117,35,49,33,46,6,11,7,14,8
70335,2025-10-23,L. Sanabria,21,177,75,CF Montréal,2025.0,2029.0,SUB,Right,8.0,3000,3000000,,69,70,CDM,287,55,55,48,69,60,294,64,46,48,66,70,329,62,63,62,73,69,301,58,59,66,54,311,67,68,65,66,45,68,204,69,68,67,44,5,8,9,11,11
183491,2025-10-23,Zanka,35,191,79,CF Montréal,2025.0,2026.0,SUB,Right,5.0,4000,425000,,70,70,CB,259,47,34,70,68,40,239,50,35,26,64,64,253,41,49,45,62,56,301,62,71,57,30,279,77,70,43,62,27,64,205,68,70,67,61,16,9,9,14,13
258095,2025-10-23,J. Aude,22,180,65,CF Montréal,2023.0,2027.0,SUB,Left,3.0,3000,22000000,,67,69,LWB,257,60,41,47,70,39,287,74,37,38,66,72,362,74,70,77,65,76,294,57,61,70,47,290,62,64,59,63,42,70,191,60,65,66,45,12,14,7,6,6
275251,2025-10-23,M. Cuevas,22,170,70,CF Montréal,2023.0,2025.0,SUB,Right,19.0,2000,1000000,,63,65,RM,238,60,43,48,63,24,281,68,48,39,59,67,347,75,70,69,54,79,225,44,47,62,37,275,58,57,60,59,41,58,182,60,62,60,56,9,15,8,9,15
202073,2025-10-23,E. Zavaleta,32,185,83,CF Montréal,2022.0,2025.0,SUB,Right,15.0,2000,250000,,62,62,CB,239,29,30,63,61,56,245,54,38,37,58,58,222,47,34,32,55,54,337,68,70,63,56,283,70,59,53,53,48,54,176,57,60,59,62,12,7,15,13,15
241091,2025-10-23,B. Scott,26,188,79,CF Montréal,2024.0,2026.0,SUB,Right,31.0,1000,350000,,61,61,GK,63,12,7,12,25,7,69,10,15,10,22,12,187,33,30,38,40,46,158,45,42,21,6,90,26,14,5,33,12,27,36,12,11,13,311,64,64,60,64,59
77521,2025-10-23,Matheus Nascimento,21,185,78,CF Montréal,2025.0,2025.0,SUB,Right,9.0,2000,12000000,,63,65,ST,287,44,69,63,53,58,254,63,48,41,42,60,279,57,52,54,58,58,318,65,67,55,65,260,44,23,66,61,66,48,67,22,23,22,52,14,9,13,7,9
256018,2025-10-23,M. Berry,27,190,82,CF Montréal,2024.0,2025.0,SUB,Right,27.0,3000,625000,,64,64,ST,271,32,61,62,58,58,270,66,57,46,38,63,307,68,69,58,64,48,337,70,76,63,51,256,61,25,63,53,54,60,69,23,22,24,65,11,14,13,13,14
242703,2025-10-23,J. Marcinkowski,28,186,84,CF Montréal,2025.0,2027.0,SUB,Right,12.0,2000,600000,,65,65,GK,87,11,7,15,46,8,101,15,12,13,36,25,172,21,24,23,59,45,222,51,56,40,7,114,43,11,6,36,18,52,39,12,13,14,328,66,63,68,65,66
77474,2025-10-23,E. Wynder,22,183,75,CF Montréal,2025.0,2027.0,SUB,Right,22.0,1000,450000,,58,60,CAM,256,50,51,48,63,44,266,55,46,42,59,64,275,52,52,55,56,60,272,53,51,58,51,265,58,48,59,56,44,44,162,48,58,56,46,12,11,6,6,11
242816,2025-10-23,Riqui Puig,25,169,56,CF Montréal,2022.0,2027.0,SUB,Right,10.0,12000,275000000,,80,85,CAM,326,60,72,49,89,56,368,81,69,51,83,84,390,74,72,82,78,84,308,70,52,79,74,338,66,53,78,86,55,78,148,43,55,50,62,12,15,14,12,9
77486,2025-10-23,H. Miller,18,178,70,CF Montréal,2025.0,2027.0,RES,Right,26.0,850,400000,,57,57,RB,240,52,38,48,62,40,239,47,38,40,60,54,296,69,67,55,50,55,200,28,45,53,30,218,44,50,48,38,38,40,162,50,57,55,46,11,6,13,6,10
72827,2025-10-23,T. Lepley,23,170,64,CF Montréal,2024.0,2025.0,RES,Right,21.0,1000,500000,,59,62,CAM,268,50,59,48,64,47,277,59,51,48,59,60,343,69,70,67,59,78,266,64,45,60,53,277,53,55,57,56,56,59,170,58,58,54,53,13,8,15,11,6
75238,2025-10-23,R. Ramos Jr,18,175,70,CF Montréal,2024.0,2027.0,RES,Right,24.0,700,300000,,53,55,CAM,204,38,32,37,58,39,250,55,42,44,55,54,285,54,63,54,41,73,208,44,39,41,34,225,42,27,55,60,41,59,123,33,43,47,38,6,6,12,6,8
275212,2025-10-23,G. Vivi,24,168,68,CF Montréal,2023.0,2025.0,RES,Right,30.0,1000,350000,,59,61,CAM,237,49,56,32,57,43,273,62,50,43,55,63,344,74,74,67,51,78,241,56,41,49,51,217,35,24,53,60,45,60,128,32,48,48,54,14,8,11,7,14
274267,2025-10-23,C. Rindov,23,187,86,CF Montréal,2025.0,2026.0,RES,Right,63.0,900,190000,,53,55,CB,155,29,18,49,33,26,135,27,20,28,29,31,245,55,55,45,41,49,267,37,64,63,24,180,43,51,23,26,37,43,164,51,56,57,53,9,12,9,12,11
266282,2025-10-23,K. Kahlina,32,188,74,CF Montréal,2022.0,2026.0,GK,Right,1.0,6000,28000000,,75,75,GK,53,10,7,10,21,5,69,12,12,11,19,15,188,30,35,31,59,33,234,55,60,40,9,116,25,11,8,56,16,36,34,11,12,11,375,75,74,73,76,77
